clae6,letra,clae6_desc,letra_desc
466931,G,Venta al por mayor de artículos de plástico,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
462209,G,Venta al por mayor de materias primas pecuarias n.c.p. incluso animales vivos (Incluye pieles y cueros en bruto),COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
463159,G,Venta al por mayor de productos y subproductos de molinería n.c.p.,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464610,G,"Venta al por mayor de muebles excepto de oficina, artículos de mimbre y corcho, colchones y somieres",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
463212,G,Venta al por mayor de bebidas espiritosas,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
464130,G,"Venta al por mayor de calzado excepto el ortopédico (Incluye venta de calzado de cuero, tela, plástico, goma, etc.)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466910,G,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos textiles",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466370,G,"Venta al por mayor de papeles para pared, revestimiento para pisos de goma, plástico y textiles,  y artículos similares para la decoración",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
461039,G,"Venta al por mayor en comisión o consignación de alimentos, bebidas y tabaco n.c.p.",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
466940,G,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos metálicos (Incluye chatarra, viruta de metales diversos, etc.)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471110,G,Venta al por menor en hipermercados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471190,G,"Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p.",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
479101,G,Venta al por menor por internet,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475250,G,Venta al por menor de artículos para plomería e instalación de gas,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472120,G,Venta al por menor de productos de almacén y dietética,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477430,G,Venta al por menor de bijouterie y fantasía,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472200,G,Venta al por menor de bebidas en comercios especializados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477110,G,"Venta al por menor de ropa interior, medias, prendas para dormir y para la playa (Incluye corsetería, lencería, camisetas, medias excepto ortopédicas, pijamas, camisones y saltos de cama, salidas de baño, trajes de baño, etc.)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472130,G,"Venta al por menor de carnes rojas, menudencias y chacinados frescos",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472150,G,Venta al por menor de pescados y  productos de la pesca,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477490,G,"Venta al por menor de artículos nuevos n.c.p. (Incluye la venta realizada en casas de regalos, de artesanías, pelucas,  de artículos religiosos -santerías-, recarga de matafuegos,  etc.) ",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475420,G,Venta al por menor de colchones y somieres,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472111,G,Venta al por menor de productos lácteos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476310,G,"Venta al por menor de equipos  y artículos deportivos (Incluye la venta y reparación  de bicicletas, la venta  de aparatos de gimnasia y de equipos de camping, etc.)  ",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
479109,G,"Venta al por menor por correo, televisión y otros medios de comunicación n.c.p.",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477820,G,"Venta al por menor de libros, revistas y similares usados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475120,G,"Venta al por menor de confecciones para el hogar (Incluye la venta al por menor de sábanas, toallas, mantelería, cortinas confeccionadas, colchas, cubrecamas, etc.)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477460,G,"Venta al por menor de fuel oil, gas en garrafas, carbón y leña (No incluye las estaciones de servicios que se clasifican en 473000)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477310,G,Venta al por menor de productos farmacéuticos y de herboristería,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
474020,G,"Venta al por menor de aparatos de telefonía y comunicación (Incluye teléfonos, celulares, fax, etc)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477330,G,"Venta al por menor de instrumental médico y odontológico y artículos ortopédicos (Incluye venta de vaporizadores, nebulizadores, masajeadores, termómetros, prótesis, muletas, plantillas, calzado ortopédico y otros artículos similares de uso personal o doméstico)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477470,G,"Venta al por menor de productos veterinarios, animales domésticos y alimento balanceado para mascotas",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477220,G,"Venta al por menor de calzado, excepto el ortopédico y el deportivo (No incluye almacenes de suelas 464142)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472112,G,Venta al por menor de fiambres y embutidos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475210,G,"Venta al por menor de aberturas (Incluye puertas, ventanas, cortinas de enrollar de PVC, madera, aluminio, puertas corredizas, frentes de placards, etc.)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477210,G,"Venta al por menor de artículos de talabartería y artículos regionales (Incluye venta de artículos regionales de cuero, plata, alpaca y similares)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477120,G,Venta al por menor de uniformes escolares y guardapolvos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475430,G,Venta al por menor de artículos de iluminación,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472300,G,Venta al por menor de tabaco en comercios especializados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477810,G,Venta al por menor de muebles usados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476320,G,"Venta al por menor de armas, artículos para la caza y pesca",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472140,G,"Venta al por menor de huevos, carne de aves y  productos de granja y de la caza",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
479900,G,"Venta al por menor no realizada en establecimientos  n.c.p. (Incluye venta mediante máquinas expendedoras, vendedores ambulantes y vendedores a domicilio)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475410,G,"Venta al por menor de muebles para el hogar, artículos de mimbre y corcho",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475300,G,"Venta al por menor  de electrodomésticos, artefactos para el hogar y equipos de audio y video",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
473000,G,Venta al por menor de combustible para vehículos automotores y motocicletas (Incluye la venta al por menor de productos lubricantes y refrigerantes),COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477440,G,"Venta al por menor de flores, plantas, semillas, abonos, fertilizantes y otros productos de vivero ",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475230,G,Venta al por menor de artículos de ferretería y materiales eléctricos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477420,G,Venta al por menor de artículos de relojería y joyería,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477450,G,Venta al por menor de materiales y productos de limpieza,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476200,G,Venta al por menor de CD's y DVD's de audio y video grabados (Incluye CD's y DVD's vírgenes),COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476110,G,Venta al por menor de libros,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475290,G,Venta al por menor de materiales de construcción n.c.p.,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477890,G,Venta al por menor de artículos usados n.c.p. excepto+E1155 automotores y motocicletas,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475440,G,"Venta al por menor de artículos de bazar y menaje (Incluye venta al por menor de vajilla, cubiertos, etc.)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475490,G,"Venta al por menor de artículos para el hogar n.c.p. (Incluye perchas, marcos, cuadros, etc.)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475240,G,Venta al por menor de pinturas y productos conexos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472172,G,"Venta al por menor de bombones, golosinas y demás productos de confitería",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476400,G,"Venta al por menor de juguetes, artículos de cotillón y juegos de mesa",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476120,G,Venta al por menor de diarios y revistas,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475220,G,"Venta al por menor de maderas y artículos de madera  y corcho, excepto muebles",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475190,G,"Venta al por menor de artículos textiles n.c.p. excepto prendas de vestir (Incluye la venta al por menor de tapices, alfombras,  etc.)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475110,G,"Venta al por menor de hilados, tejidos y artículos de mercería (Incluye mercerías, sederías, comercios de venta de lanas y otros hilados, etc.) ",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
474010,G,"Venta al por menor de equipos, periféricos,  accesorios y programas informáticos",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477130,G,Venta al por menor de indumentaria para bebés y niños,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477480,G,Venta al por menor de obras de arte,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472190,G,"Venta al por menor de productos alimenticios n.c.p., en comercios especializados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471900,G,"Venta al por menor en comercios no especializados, sin predominio de productos alimenticios y bebidas",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475270,G,"Venta al por menor de papeles para pared, revestimientos para pisos y artículos similares para la decoración",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472171,G,Venta al por menor de pan y productos de panadería,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477140,G,Venta al por menor de indumentaria deportiva,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471130,G,"Venta al por menor en minimercados (Incluye mercaditos, autoservicios y establecimientos similares que vendan carnes, verduras y demás productos alimenticios en forma conjunta)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471120,G,Venta al por menor en supermercados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477150,G,Venta al por menor de prendas de cuero,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477190,G,Venta al por menor de prendas y accesorios de vestir n.c.p.,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477840,G,"Venta al por menor de oro, monedas, sellos y similares (Incluye la  venta de monedas de colección, estampillas, etc.) ",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
478090,G,Venta al por menor de productos n.c.p. en puestos móviles y mercados,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477290,G,"Venta al por menor de artículos de marroquinería, paraguas y similares n.c.p.",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476130,G,"Venta al por menor de papel, cartón, materiales de embalaje y artículos de librería ",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477830,G,Venta al por menor de antigüedades (Incluye venta de antigüedades en remates),COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477230,G,Venta al por menor de calzado deportivo,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477320,G,"Venta al por menor de productos cosméticos, de tocador y de perfumería",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475260,G,"Venta al por menor de cristales, espejos, mamparas y cerramientos",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477410,G,Venta al por menor de artículos de óptica y fotografía,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472160,G,"Venta al por menor de frutas, legumbres y hortalizas frescas",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
478010,G,"Venta al por menor de alimentos, bebidas y tabaco en puestos móviles y mercados",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
492230,H,Servicio de transporte automotor de animales,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
491120,H,Servicio de transporte ferroviario interurbano de pasajeros,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
493200,H,Servicio de transporte por gasoductos (Incluye estaciones de bombeo y compresión),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492130,H,Servicio de transporte escolar (Incluye el servicio de transporte para colonias de vacaciones y clubes),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492221,H,Servicio de transporte automotor de cereales,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492280,H,Servicio de transporte automotor urbano de carga n.c.p. (Incluye el transporte realizado por fleteros y distribuidores dentro del égido urbano),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492229,H,Servicio de transporte automotor de mercaderías a granel n.c.p.,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
491110,H,Servicio de transporte ferroviario urbano y suburbano de pasajeros (Incluye el servicio de subterráneo y de premetro),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
491200,H,Servicio de transporte ferroviario de cargas,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492150,H,"Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional (Incluye los llamados servicios de larga distancia)",SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492110,H,Servicio de transporte automotor urbano y suburbano regular de pasajeros,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492170,H,Servicio de transporte automotor internacional de pasajeros,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492180,H,Servicio de transporte automotor turístico de pasajeros,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492120,H,"Servicios de transporte automotor de pasajeros mediante taxis y remises, alquiler de autos con chofer (Incluye los radiotaxis)",SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492190,H,Servicio de transporte automotor de pasajeros n.c.p.,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492160,H,Servicio de transporte automotor interurbano no regular de pasajeros,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
493120,H,Servicio de transporte por poliductos y fueloductos,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492290,H,Servicio de transporte automotor de cargas n.c.p. (Incluye  servicios de transporte de carga refrigerada y transporte pesado),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
493110,H,Servicio de transporte por oleoductos (Incluye estaciones de bombeo y compresión),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492140,H,"Servicio de transporte automotor urbano y suburbano no regular de pasajeros de oferta libre,  excepto mediante taxis y remises, alquiler de autos con chofer y transporte escolar (Incluye servicios urbanos especiales como charters, servicios contratados, servicios para ámbito portuario o aeroportuario, servicio de hipódromos y espectáculos deportivos y culturales)",SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492250,H,Servicio de transporte automotor de mercaderías y sustancias peligrosas,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492210,H,Servicios de mudanza (Incluye servicios de guardamuebles),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492240,H,Servicio de transporte por camión cisterna,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
502200,H,Servicio de transporte fluvial y lacustre de carga,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
501100,H,Servicio de transporte marítimo de pasajeros,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
501200,H,Servicio de transporte marítimo de carga,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
502101,H,Servicio de transporte fluvial y lacustre de pasajeros,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
512000,H,Servicio de transporte aéreo de cargas,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
511000,H,Servicio de transporte aéreo de pasajeros,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523032,H,Servicios de operadores logísticos seguros (OLS) en el ámbito aduanero,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
521030,H,Servicios de manipulación de carga en el ámbito aéreo,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524110,H,"Servicios de explotación de infraestructura para el transporte terrestre, peajes y otros derechos",SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524230,H,"Servicios para la navegación (Incluye servicios de practicaje y pilotaje, atraque y salvamento)",SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524290,H,Servicios complementarios para el transporte marítimo n.c.p. (Incluye explotación de servicios de terminales como puertos y muelles),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523039,H,Servicios de operadores logísticos n.c.p.,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
522020,H,Servicios de almacenamiento y depósito en cámaras frigoríficas,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523020,H,Servicios de agencias marítimas para el transporte de mercaderías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
522010,H,Servicios de almacenamiento y depósito en silos,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
521010,H,Servicios de manipulación de carga en el ámbito terrestre,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524120,H,Servicios  de playas de estacionamiento y garajes,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523031,H,Servicios de gestión de agentes de transporte aduanero excepto agencias marítimas,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524330,H,"Servicios para la aeronavegación (Incluye remolque de aeronaves y actividades de control de tráfico aéreo, etc.)",SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
522092,H,Servicios de gestión de depósitos fiscales,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523011,H,Servicios de gestión aduanera realizados por despachantes de aduana,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524190,H,Servicios complementarios para el transporte terrestre n.c.p. (Incluye servicios de mantenimiento de material ferroviario),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524220,H,Servicios de guarderías náuticas,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
521020,H,Servicios de manipulación de carga en el ámbito portuario,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
522091,H,Servicios de usuarios directos de zona franca,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523090,H,"Servicios de gestión y logística para el transporte de mercaderías n.c.p. (Incluye las actividades de empresas empaquetadoras para comercio exterior, alquiler de contenedores, etc.)",SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524210,H,"Servicios de explotación de infraestructura para el transporte marítimo, derechos de puerto",SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524130,H,Servicios de estaciones terminales de ómnibus y ferroviárias,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524320,H,Servicios de hangares y estacionamiento de aeronaves,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524390,H,Servicios complementarios para el transporte aéreo n.c.p. (Incluye servicios de prevención y extinción de incendios),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524310,H,"Servicios de explotación de infraestructura para el transporte aéreo, derechos de aeropuerto",SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
522099,H,Servicios de almacenamiento y depósito n.c.p.,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523019,H,Servicios de gestión aduanera para el transporte de mercaderías n.c.p.,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
530010,H,Servicio de correo postal (Incluye las actividades de correo postal sujetas a la obligación de servicio universal),SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
530090,H,"Servicios de mensajerías (Incluye servicios puerta a puerta de correo y mensajería, comisionistas de encomiendas, transporte de documentos  realizados por empresas no sujetas a la obligación de servicio universal)",SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
551023,I,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público",SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
551022,I,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público",SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
551021,I,Servicios de alojamiento en pensiones,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
551090,I,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)",SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
551010,I,Servicios de alojamiento por hora,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
552000,I,Servicios de alojamiento en campings (Incluye refugios de montaña),SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
562091,I,Servicios de cantinas con atención exclusiva  a los empleados o estudiantes dentro de empresas o establecimientos educativos (Incluye cantinas deportivas),SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561014,I,"Servicios de expendio de bebidas en bares (Incluye: bares, cervecerías, pubs, cafeterías)",SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561020,I,"Servicios de preparación de comidas para llevar (Incluye rotiserías, casas de empanadas, pizzerías sin consumo en el local) ",SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561011,I,Servicios de restaurantes y cantinas sin espectáculo,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
562099,I,Servicios de comidas n.c.p.,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
